ISO,value,Kabul_78_Asia,Kabul_79_Asia,Vienna_45_Europa,Sofia_47_Europa,Beijing_46_Asia,Beijing_48_Asia,Beijing_49_Asia,Beijing_50_Asia,Beijing_89_Asia,Havanna_59_Americas,Havanna_62_Americas,Bonn_48_Europa,Bonn_48_Europa.1,Bonn_53_Europa,Bonn_60_Europa,Bonn_61_Europa,Athens_46_Europa,Budapest_56_Europa,PhnumPenh_70_Asia,PhnumPenh_75_Asia,Soul_50_Asia,Vientiane_62_Asia,Vientiane_75_Asia,Tripoli_69_Africa,Managua_79_Americas,Prague_48_Europa,Prague_68_Europa,Warsaw_45_Europa,Warsaw_56_Europa,Warsaw_81_Europa,Pyongyang_46_Asia,Pyongyang_50_Asia,Pyongyang_55_Asia,Pyongyang_69_Asia,SanSalvador_79_Americas,Taipei_58_Asia,HaNoi_54_Asia,HaNoi_54_Asia.1,HaNoi_68_Asia,HaNoi_75_Asia
IRL,,6092.2259575891,6092.2259575891,1686.99723783036,2479.03352361924,8303.7992384002,8303.7992384002,8303.7992384002,8303.7992384002,8303.7992384002,7064.50947596118,7064.50947596118,960.075309344235,,960.075309344235,960.075309344235,960.075309344235,2859.62249812628,1907.81562442031,10339.8021507585,10339.8021507585,8974.58954937793,9614.75120928081,9614.75120928081,2748.94225227133,8271.18188736002,1468.88073073191,1468.88073073191,1832.42774072999,1832.42774072999,1832.42774072999,8781.0791220954,8781.0791220954,8781.0791220954,8781.0791220954,8329.67169021377,9976.41305238178,9524.71652994794,,9524.71652994794,9524.71652994794
IRN,,1624.6095236344,1624.6095236344,3182.72351725038,2532.84326219065,5616.31217170361,5616.31217170361,5616.31217170361,5616.31217170361,5616.31217170361,11883.5264109406,11883.5264109406,3894.23559127455,,3894.23559127455,3894.23559127455,3894.23559127455,2471.41147834731,2961.92943356594,5991.05382895748,5991.05382895748,6569.0866691007,5388.86903448652,5388.86903448652,3509.57281548843,13099.0374555727,3369.93272916922,3369.93272916922,3016.57524511282,3016.57524511282,3016.57524511282,6407.26917654104,6407.26917654104,6407.26917654104,6407.26917654104,13151.7655581577,6709.70371279174,5507.71049642366,,5507.71049642366,5507.71049642366
IRQ,,2291.61768707712,2291.61768707712,2860.57966947695,2114.60890350089,6309.69723523968,6309.69723523968,6309.69723523968,6309.69723523968,6309.69723523968,11597.2064700726,11597.2064700726,3588.2436639384,,3588.2436639384,3588.2436639384,3588.2436639384,1936.44618800834,2638.66071772002,6583.03809088387,6583.03809088387,7261.4822663005,6011.62154880215,6011.62154880215,2901.94213166751,12762.5428397533,3078.96381059901,3078.96381059901,2817.49101460758,2817.49101460758,2817.49101460758,7098.17765062685,7098.17765062685,7098.17765062685,7098.17765062685,12853.5498616011,7396.93539460576,6156.46798708245,,6156.46798708245,6156.46798708245
ISL,,6664.36167985799,6664.36167985799,2896.11155757469,3710.82624935864,7904.26817935594,7904.26817935594,7904.26817935594,7904.26817935594,7904.26817935594,6290.5327589551,6290.5327589551,2260.58560972178,,2260.58560972178,2260.58560972178,2260.58560972178,4170.29907757343,3087.91732153797,10501.0843619524,10501.0843619524,8402.75801265583,9751.29123811602,9751.29123811602,4226.85479301179,7565.4098715053,2644.17590047962,2644.17590047962,2779.98060966572,2779.98060966572,2779.98060966572,8219.21942229979,8219.21942229979,8219.21942229979,8219.21942229979,7546.55842810341,9622.49944550593,9553.9222194231,,9553.9222194231,9553.9222194231
ISR,,3168.02722879755,3168.02722879755,2417.41739330803,1601.89564009026,7134.6434536625,7134.6434536625,7134.6434536625,7134.6434536625,7134.6434536625,11015.8579720798,11015.8579720798,3123.47062559825,,3123.47062559825,3123.47062559825,3123.47062559825,1252.73569245124,2212.08631865288,7432.51380466118,7432.51380466118,8080.46601049766,6877.08890655035,6877.08890655035,2074.04453400568,12119.4297153509,2663.00613001248,2663.00613001248,2546.17968446454,2546.17968446454,2546.17968446454,7911.64299988069,7911.64299988069,7911.64299988069,7911.64299988069,12246.2018152562,8267.5427177771,7030.65167436225,,7030.65167436225,7030.65167436225
ITA,,4941.5376009389,4941.5376009389,765.519255610081,897.70081640421,8145.93260770612,8145.93260770612,8145.93260770612,8145.93260770612,8145.93260770612,8710.29185324716,8710.29185324716,1066.04077576566,,1066.04077576566,1066.04077576566,1066.04077576566,1053.50832164133,814.616877958308,9361.26156224767,9361.26156224767,8989.41925477475,8709.15562538274,8709.15562538274,1000.38235757384,9829.93111042107,922.997167384336,922.997167384336,1317.12582474539,1317.12582474539,1317.12582474539,8797.62728024014,8797.62728024014,8797.62728024014,8797.62728024014,9945.18017943452,9629.6314871637,8747.18819445963,,8747.18819445963,8747.18819445963
JAM,,13176.0984735196,13176.0984735196,8769.08822121139,9470.28232183563,13453.5628483886,13453.5628483886,13453.5628483886,13453.5628483886,13453.5628483886,814.494219383753,814.494219383753,8056.65557412376,,8056.65557412376,8056.65557412376,8056.65557412376,9684.6344256643,8990.76224195438,16731.4818958766,16731.4818958766,13375.291445338,16028.6040262172,16028.6040262172,8945.83843062708,1205.65025828371,8581.42461868359,8581.42461868359,8964.70565614666,8964.70565614666,8964.70565614666,13274.4848149024,13274.4848149024,13274.4848149024,13274.4848149024,1409.24794566551,14851.1363904806,15680.28260657,,15680.28260657,15680.28260657
JEY,,5907.75582091004,5907.75582091004,1361.52072700155,2087.75155674776,8444.51240318023,8444.51240318023,8444.51240318023,8444.51240318023,8444.51240318023,7403.30223755805,7403.30223755805,682.533747657903,,682.533747657903,682.533747657903,682.533747657903,2411.77067308302,1582.05190383793,10246.8219032051,10246.8219032051,9169.49869137179,9540.60245815045,9540.60245815045,2209.96156762044,8574.15009327028,1195.8859033037,1195.8859033037,1660.12142001135,1660.12142001135,1660.12142001135,8974.72138415262,8974.72138415262,8974.72138415262,8974.72138415262,8658.0663562295,10078.0581030076,9491.15975368326,,9491.15975368326,9491.15975368326
JOR,,3098.48300946031,3098.48300946031,2443.2542277663,1630.35308853819,7068.50020268089,7068.50020268089,7068.50020268089,7068.50020268089,7068.50020268089,11061.4166266511,11061.4166266511,3153.30973140024,,3153.30973140024,3153.30973140024,3153.30973140024,1297.67113594365,2235.53646642812,7365.34592494658,7365.34592494658,8014.83393877275,6808.59722050626,6808.59722050626,2137.83842346085,12170.291437631,2687.1877849293,2687.1877849293,2557.02546650493,2557.02546650493,2557.02546650493,7846.39126940828,7846.39126940828,7846.39126940828,7846.39126940828,12294.3144152242,8198.31904584704,6961.41020245006,,6961.41020245006,6961.41020245006
JPN,,6287.66635168099,6287.66635168099,9154.15784504232,9199.99395325359,2104.34997480423,2104.34997480423,2104.34997480423,2104.34997480423,2104.34997480423,12135.4514990719,12135.4514990719,9371.57221633879,,9371.57221633879,9371.57221633879,9371.57221633879,9531.24946583191,9067.85522511442,4405.6426477063,4405.6426477063,1161.22774779923,4146.793388841,4146.793388841,10601.195751263,12845.1406195752,9096.64039665224,9096.64039665224,8604.05331137415,8604.05331137415,8604.05331137415,1294.04818467543,1294.04818467543,1294.04818467543,1294.04818467543,12508.1534494819,2104.31309815777,3673.89507760142,,3673.89507760142,3673.89507760142
KAZ,,1853.28648287111,1853.28648287111,3894.13496981706,3711.2870215366,3661.42874432737,3661.42874432737,3661.42874432737,3661.42874432737,3661.42874432737,11388.0235129378,11388.0235129378,4373.56808049176,,4373.56808049176,4373.56808049176,4373.56808049176,3979.23292436286,3743.04108902711,5333.25248863811,5333.25248863811,4556.34916534988,4593.16929278529,4593.16929278529,5076.61777152886,12671.1638294699,3934.30040959784,3934.30040959784,3418.60861435812,3418.60861435812,3418.60861435812,4372.69196434169,4372.69196434169,4372.69196434169,4372.69196434169,12581.4427731526,5126.40992501424,4481.41108554861,,4481.41108554861,4481.41108554861
KEN,,5207.67538789374,5207.67538789374,5832.10442992247,5058.12358426343,9214.75311750456,9214.75311750456,9214.75311750456,9214.75311750456,9214.75311750456,13045.491661282,13045.491661282,6419.16532831367,,6419.16532831367,6419.16532831367,6419.16532831367,4553.61225985324,5672.18648071817,7662.86877643791,7662.86877643791,10113.6466241368,7508.5344124274,7508.5344124274,4528.03213850936,13645.2611321202,6082.92853429765,6082.92853429765,6116.29732011932,6116.29732011932,6116.29732011932,10009.5234477782,10009.5234477782,10009.5234477782,10009.5234477782,13937.1575314018,9545.90894417765,7898.02668741665,,7898.02668741665,7898.02668741665
KGZ,,1039.78881174627,1039.78881174627,4476.39599340853,4129.06747135672,3474.23886374695,3474.23886374695,3474.23886374695,3474.23886374695,3474.23886374695,12325.3797997496,12325.3797997496,5043.55328765834,,5043.55328765834,5043.55328765834,5043.55328765834,4285.46197910395,4295.89188923438,4538.91066703857,4538.91066703857,4424.37447967943,3820.48721395541,3820.48721395541,5394.53348980468,13609.8143644437,4562.26186633235,4562.26186633235,4065.9069860906,4065.9069860906,4065.9069860906,4260.64937695492,4260.64937695492,4260.64937695492,4260.64937695492,13526.6673346249,4695.44520447181,3781.90089794578,,3781.90089794578,3781.90089794578
KHM,,4419.9486295536,4419.9486295536,8952.91432132925,8463.70836777943,3336.97636605902,3336.97636605902,3336.97636605902,3336.97636605902,3336.97636605902,16085.203295084,16085.203295084,9564.8828048682,,9564.8828048682,9564.8828048682,9564.8828048682,8461.62836268706,8754.69642179817,0,0,3624.24887797153,750.028527026236,750.028527026236,9484.21692381388,17109.9625354524,9067.16897175194,9067.16897175194,8586.70119861544,8586.70119861544,8586.70119861544,3675.05547431319,3675.05547431319,3675.05547431319,3675.05547431319,16812.230833749,2301.5130157802,1051.72501065297,,1051.72501065297,1051.72501065297
KIR,,11191.0821673476,11191.0821673476,14070.2877735532,14265.0028173222,7121.55862008476,7121.55862008476,7121.55862008476,7121.55862008476,7121.55862008476,11455.6055582267,11455.6055582267,14081.3466895479,,14081.3466895479,14081.3466895479,14081.3466895479,14635.472258561,14031.9041425762,7596.00425336732,7596.00425336732,6179.56861412858,7893.96044330041,7893.96044330041,15668.4218611037,11155.7864589282,13952.5508748962,13952.5508748962,13516.2380787601,13516.2380787601,13516.2380787601,6352.57546507884,6352.57546507884,6352.57546507884,6352.57546507884,10829.4745815276,6107.61331564414,7591.04042359182,,7591.04042359182,7591.04042359182
KNA,,12349.8844473885,12349.8844473885,7792.54560979791,8409.08661669784,13671.0764861096,13671.0764861096,13671.0764861096,13671.0764861096,13671.0764861096,2149.16958731157,2149.16958731157,7121.19099448468,,7121.19099448468,7121.19099448468,7121.19099448468,8544.1157063257,8006.50460804689,16539.2632330047,16539.2632330047,13847.7199110203,15790.6255972113,15790.6255972113,7694.34034952872,2597.39923908454,7639.78255838944,7639.78255838944,8082.87165693066,8082.87165693066,8082.87165693066,13707.1541403744,13707.1541403744,13707.1541403744,13707.1541403744,2865.44334536987,15297.9355974458,15587.4837485781,,15587.4837485781,15587.4837485781
KOR,,5136.45567021314,5136.45567021314,8295.65435918275,8246.7493152793,955.768921729232,955.768921729232,955.768921729232,955.768921729232,955.768921729232,12620.8075138897,12620.8075138897,8602.44831914702,,8602.44831914702,8602.44831914702,8602.44831914702,8535.50994832592,8184.77820818917,3624.24887797153,3624.24887797153,0,3219.41957195503,3219.41957195503,9629.34379727642,13505.3803174093,8270.02257672398,8270.02257672398,7760.54042762796,7760.54042762796,7760.54042762796,194.93193413173,194.93193413173,194.93193413173,194.93193413173,13194.1033922807,1480.97365290084,2739.25561069078,,2739.25561069078,2739.25561069078
KWT,,2079.78679377114,2079.78679377114,3410.15735633874,2652.32209881494,6228.6551078924,6228.6551078924,6228.6551078924,6228.6551078924,6228.6551078924,12141.4360306766,12141.4360306766,4137.9363252055,,4137.9363252055,4137.9363252055,4137.9363252055,2433.01405839658,3188.70003354396,6195.96646684579,6195.96646684579,7184.39773530041,5664.87659874353,5664.87659874353,3326.17808737509,13295.0561986257,3630.67014161688,3630.67014161688,3369.34534308393,3369.34534308393,3369.34534308393,7031.99754751971,7031.99754751971,7031.99754751971,7031.99754751971,13394.27466843,7183.7824402734,5849.16964822203,,5849.16964822203,5849.16964822203
LAO,,3785.12455071986,3785.12455071986,8266.56734151309,7814.20001261945,2770.38866562604,2770.38866562604,2770.38866562604,2770.38866562604,2770.38866562604,15425.7843764782,15425.7843764782,8860.3549826104,,8860.3549826104,8860.3549826104,8860.3549826104,7846.73216178322,8073.65321448324,750.028527026236,750.028527026236,3219.41957195503,0,0,8897.93356617127,16535.9838693014,8370.20710879051,8370.20710879051,7881.78014282474,7881.78014282474,7881.78014282474,3233.82828134187,3233.82828134187,3233.82828134187,3233.82828134187,16273.5344076386,2111.22644413982,480.480834283777,,480.480834283777,480.480834283777
LBN,,3091.85994517644,3091.85994517644,2247.62709407999,1441.31101723264,6990.0021990461,6990.0021990461,6990.0021990461,6990.0021990461,6990.0021990461,10903.8166895071,10903.8166895071,2963.56453960102,,2963.56453960102,2963.56453960102,2963.56453960102,1152.06954111923,2036.56903431959,7411.44556435503,7411.44556435503,7931.11570181569,6836.06838890307,6836.06838890307,2073.59474576082,12029.2037016127,2488.67828737711,2488.67828737711,2343.5840782979,2343.5840782979,2343.5840782979,7759.47306675597,7759.47306675597,7759.47306675597,7759.47306675597,12143.9479470467,8165.50247048338,6971.04773551967,,6971.04773551967,6971.04773551967
LBR,,8699.03435164966,8699.03435164966,5306.56364050886,5240.51798010438,12573.7436516445,12573.7436516445,12573.7436516445,12573.7436516445,12573.7436516445,7856.64345208658,7856.64345208658,5196.10033022985,,5196.10033022985,5196.10033022985,5196.10033022985,4942.33900941886,5377.26763152013,12647.2306428266,12647.2306428266,13476.7674722751,12243.23403047,12243.23403047,3848.33911851176,8296.22838281007,5391.17408285166,5391.17408285166,5862.01875315978,5862.01875315978,5862.01875315978,13291.221771307,13291.221771307,13291.221771307,13291.221771307,8601.90082169399,13810.3020004288,12481.8698005333,,12481.8698005333,12481.8698005333
LBY,,5125.89361910906,5125.89361910906,1721.29465968622,1405.50813535665,8736.14123335475,8736.14123335475,8736.14123335475,8736.14123335475,8736.14123335475,9135.67990514032,9135.67990514032,2042.98609720809,,2042.98609720809,2042.98609720809,2042.98609720809,1110.78781061502,1696.03079105387,9484.21692381388,9484.21692381388,9629.34379727642,8897.93356617127,8897.93356617127,0,10151.4297008467,1912.03736576117,1912.03736576117,2238.82606876431,2238.82606876431,2238.82606876431,9443.16841306683,9443.16841306683,9443.16841306683,9443.16841306683,10315.5243318673,10089.9433851997,9009.70618646324,,9009.70618646324,9009.70618646324
LCA,,12496.5870091099,12496.5870091099,7926.20020884888,8506.99309741882,14029.2980306216,14029.2980306216,14029.2980306216,14029.2980306216,14029.2980306216,2467.34188554635,2467.34188554635,7274.47561523203,,7274.47561523203,7274.47561523203,7274.47561523203,8609.04401568338,8135.7603116282,16783.6106340327,16783.6106340327,14235.1260245282,16042.3061239208,16042.3061239208,7713.51695609378,2748.56089697651,7786.64274305214,7786.64274305214,8245.70756293506,8245.70756293506,8245.70756293506,14091.1381439482,14091.1381439482,14091.1381439482,14091.1381439482,3046.9804886775,15675.5519208441,15873.7275497471,,15873.7275497471,15873.7275497471
LIE,,5091.57591615941,5091.57591615941,527.733818883141,1193.96754961619,7960.99755319505,7960.99755319505,7960.99755319505,7960.99755319505,7960.99755319505,8296.79133993837,8296.79133993837,437.504926365169,,437.504926365169,437.504926365169,437.504926365169,1543.26609982772,728.187235016094,9479.59827378831,9479.59827378831,8757.62613288148,8794.24453543784,8794.24453543784,1611.44131189987,9462.24550080233,487.604872602426,487.604872602426,1001.95234521223,1001.95234521223,1001.95234521223,8563.42315678446,8563.42315678446,8563.42315678446,8563.42315678446,9550.38568220568,9522.16662904271,8784.24895303387,,8784.24895303387,8784.24895303387
LKA,,3245.84895002583,3245.84895002583,7486.56180817674,6786.53751506518,5156.74372690156,5156.74372690156,5156.74372690156,5156.74372690156,5156.74372690156,16163.0784909782,16163.0784909782,8202.42636035277,,8202.42636035277,8202.42636035277,8202.42636035277,6595.55704364602,7264.54680367792,2800.45929267324,2800.45929267324,5834.27020342236,2754.24886630379,2754.24886630379,7421.22578676775,17405.6283899778,7678.55203428408,7678.55203428408,7313.70507448739,7313.70507448739,7313.70507448739,5803.54187042522,5803.54187042522,5803.54187042522,5803.54187042522,17427.8485131481,4864.95869193381,3204.37317724048,,3204.37317724048,3204.37317724048
LSO,,8314.46286894312,8314.46286894312,8656.66094785223,7984.15889540673,11946.592635833,11946.592635833,11946.592635833,11946.592635833,11946.592635833,13086.1973402556,13086.1973402556,9090.65548818084,,9090.65548818084,9090.65548818084,9090.65548818084,7459.58518179347,8545.37064288635,9447.88107938967,9447.88107938967,12709.5299226403,9608.23232330138,9608.23232330138,7048.43708014862,12961.9016602886,8888.50598114686,8888.50598114686,9054.85696712832,9054.85696712832,9054.85696712832,12661.1039036411,12661.1039036411,12661.1039036411,12661.1039036411,13321.8096417947,11702.6482384798,10076.0111999992,,10076.0111999992,10076.0111999992
LTU,,4045.96887907332,4045.96887907332,948.920540563823,1340.88869940936,6579.10276904933,6579.10276904933,6579.10276904933,6579.10276904933,6579.10276904933,9002.45456053258,9002.45456053258,1300.62402571225,,1300.62402571225,1300.62402571225,1300.62402571225,1860.41263838118,908.865976996954,8300.31389866837,8300.31389866837,7372.60496422436,7584.90808912321,7584.90808912321,2601.12274121007,10247.5118580653,897.781885401402,897.781885401402,393.993128423353,393.993128423353,393.993128423353,7178.48498557578,7178.48498557578,7178.48498557578,7178.48498557578,10270.8297394698,8160.49695522616,7525.62933900363,,7525.62933900363,7525.62933900363
LUX,,5310.27918696206,5310.27918696206,766.219827702918,1529.13855608646,7977.06273583839,7977.06273583839,7977.06273583839,7977.06273583839,7977.06273583839,7979.30844958089,7979.30844958089,143.026581705467,,143.026581705467,143.026581705467,143.026581705467,1908.23124082236,988.410015724864,9662.18823180066,9662.18823180066,8740.36250553881,8961.93151186383,8961.93151186383,1945.87493811648,9162.14679373586,598.352903577884,598.352903577884,1083.75282712957,1083.75282712957,1083.75282712957,8545.50096888701,8545.50096888701,8545.50096888701,8545.50096888701,9238.55669247233,9578.06576544409,8926.03323014324,,8926.03323014324,8926.03323014324
LVA,,4186.80903295498,4186.80903295498,1103.33610996819,1586.09725558927,6533.40896456299,6533.40896456299,6533.40896456299,6533.40896456299,6533.40896456299,8822.78632895036,8822.78632895036,1310.3268744725,,1310.3268744725,1310.3268744725,1310.3268744725,2108.7466699727,1105.96382561027,8380.0714580937,8380.0714580937,7301.97524044059,7655.9248423181,7655.9248423181,2800.70598910448,10077.0420040706,995.991993045979,995.991993045979,561.882057349952,561.882057349952,561.882057349952,7107.26432107749,7107.26432107749,7107.26432107749,7107.26432107749,10089.3804534145,8143.34011980107,7576.14375509018,,7576.14375509018,7576.14375509018
MAR,,6816.82059973275,6816.82059973275,2488.85479034366,2788.1003019058,9962.10566592242,9962.10566592242,9962.10566592242,9962.10566592242,9962.10566592242,7326.29869633953,7326.29869633953,2174.41376971572,,2174.41376971572,2174.41376971572,2174.41376971572,2777.63238955582,2634.48975574183,11231.8413624544,11231.8413624544,10756.056721239,10597.5809641627,10597.5809641627,1861.68588198237,8300.33339245712,2488.75929111574,2488.75929111574,3003.25039708624,3003.25039708624,3003.25039708624,10561.5738673482,10561.5738673482,10561.5738673482,10561.5738673482,8476.74204275178,11503.643546088,10648.0716963643,,10648.0716963643,10648.0716963643
MCO,,5311.52373095228,5311.52373095228,852.683381954631,1294.85279821775,8331.10696499547,8331.10696499547,8331.10696499547,8331.10696499547,8331.10696499547,8252.87894484137,8252.87894484137,779.154324341076,,779.154324341076,779.154324341076,779.154324341076,1512.0678990307,1003.56025009364,9723.53542102651,9723.53542102651,9141.66760768405,9054.82156208573,9054.82156208573,1302.78099587736,9380.60820886707,884.295192758883,884.295192758883,1382.00523678808,1382.00523678808,1382.00523678808,8947.92530943285,8947.92530943285,8947.92530943285,8947.92530943285,9490.91518339936,9868.06355507267,9068.52579963643,,9068.52579963643,9068.52579963643
MDA,,3628.90513300834,3628.90513300834,944.814891082267,648.394713974334,6750.73096092765,6750.73096092765,6750.73096092765,6750.73096092765,6750.73096092765,9636.82187553399,9636.82187553399,1639.90921885107,,1639.90921885107,1639.90921885107,1639.90921885107,1087.74124667143,734.487668136793,8023.47692423498,8023.47692423498,7615.45780779732,7347.08620429175,7347.08620429175,2053.51841192083,10843.676011514,1114.92792978823,1114.92792978823,808.50199171562,808.50199171562,808.50199171562,7425.98572648767,7425.98572648767,7425.98572648767,7425.98572648767,10903.0804287529,8213.22116632807,7358.44644905108,,7358.44644905108,7358.44644905108
MDG,,6342.72955567444,6342.72955567444,8054.55545074698,7258.84713754245,9652.85070187046,9652.85070187046,9652.85070187046,9652.85070187046,9652.85070187046,14825.97749089,14825.97749089,8669.26979075867,,8669.26979075867,8669.26979075867,8669.26979075867,6771.98445057344,7881.45094098468,7142.84022479495,7142.84022479495,10384.1243399072,7274.58924868302,7274.58924868302,6798.62100797071,15035.05054642,8307.1425343842,8307.1425343842,8289.88402801764,8289.88402801764,8289.88402801764,10343.5790554377,10343.5790554377,10343.5790554377,10343.5790554377,15383.5927476048,9374.50675625217,7740.97769980106,,7740.97769980106,7740.97769980106
MDV,,3389.7391632262,3389.7391632262,7277.51894817504,6528.96394973864,5843.56538348496,5843.56538348496,5843.56538348496,5843.56538348496,5843.56538348496,16017.1243232573,16017.1243232573,8004.09888034179,,8004.09888034179,8004.09888034179,8004.09888034179,6276.17952899649,7054.98326921561,3555.82341762341,3555.82341762341,6559.19149841294,3517.68201325911,3517.68201325911,7006.69261461738,17149.2008834381,7488.64715074336,7488.64715074336,7173.78306259607,7173.78306259607,7173.78306259607,6518.93679807037,6518.93679807037,6518.93679807037,6518.93679807037,17270.0542643516,5627.16675600401,3963.21718230476,,3963.21718230476,3963.21718230476
MEX,,13906.6134027229,13906.6134027229,10167.534707865,10960.7467788429,12477.5727735809,12477.5727735809,12477.5727735809,12477.5727735809,12477.5727735809,1787.09467260446,1787.09467260446,9443.1765893653,,9443.1765893653,9443.1765893653,9443.1765893653,11298.9760592054,10385.8265588997,15689.5877457118,15689.5877457118,12070.2409714966,15240.9557493281,15240.9557493281,10790.3675229038,1595.16656532788,9937.89002637672,9937.89002637672,10195.7606940946,10195.7606940946,10195.7606940946,12031.1186085152,12031.1186085152,12031.1186085152,12031.1186085152,1235.73803838119,13412.787156982,14773.6384378054,,14773.6384378054,14773.6384378054
MHL,,10671.5633519326,10671.5633519326,13406.3273834307,13614.5655342036,6549.93487403358,6549.93487403358,6549.93487403358,6549.93487403358,6549.93487403358,11349.5456911346,11349.5456911346,13418.1028256131,,13418.1028256131,13418.1028256131,13418.1028256131,13996.6824725376,13370.1558046221,7300.75244429231,7300.75244429231,5599.69642136127,7530.12889027949,7530.12889027949,15015.2949829751,11184.1768691778,13287.4945780227,13287.4945780227,12852.6861382606,12852.6861382606,12852.6861382606,5766.75741464054,5766.75741464054,5766.75741464054,5766.75741464054,10843.5858060855,5646.14074617232,7194.04685435785,,7194.04685435785,7194.04685435785
MKD,,4204.43141529287,4204.43141529287,796.565630644589,174.187709087697,7543.51244491511,7543.51244491511,7543.51244491511,7543.51244491511,7543.51244491511,9386.32314739178,9386.32314739178,1465.07551795425,,1465.07551795425,1465.07551795425,1465.07551795425,486.705440401654,635.795691929147,8624.30969441732,8624.30969441732,8417.85892940847,7978.66279657886,7978.66279657886,1244.96056828769,10532.0000545812,1049.31632046727,1049.31632046727,1138.40198915835,1138.40198915835,1138.40198915835,8229.28043097561,8229.28043097561,8229.28043097561,8229.28043097561,10633.3119182291,8970.23437002335,8028.91388577516,,8028.91388577516,8028.91388577516
MLI,,8058.8044053831,8058.8044053831,4543.0564742981,4492.27454740071,11846.1541865228,11846.1541865228,11846.1541865228,11846.1541865228,11846.1541865228,7889.00925309258,7889.00925309258,4440.82036258972,,4440.82036258972,4440.82036258972,4440.82036258972,4213.54492411718,4615.19044857024,12154.2440028766,12154.2440028766,12737.2399560395,11693.2608999008,11693.2608999008,3110.358842351,8474.6303646789,4628.10174724908,4628.10174724908,5098.4479405645,5098.4479405645,5098.4479405645,12549.8320934693,12549.8320934693,12549.8320934693,12549.8320934693,8755.22504296818,13144.1520634141,11895.7798661912,,11895.7798661912,11895.7798661912
MLT,,4912.78072921833,4912.78072921833,1375.77789008234,1069.86087092167,8428.64980261871,8428.64980261871,8428.64980261871,8428.64980261871,8428.64980261871,9120.7478932967,9120.7478932967,1752.43664268193,,1752.43664268193,1752.43664268193,1752.43664268193,852.400336738421,1342.34210743059,9303.95157056441,9303.95157056441,9312.42354126814,8696.13697562655,8696.13697562655,354.964165429365,10178.8373989554,1576.25960913763,1576.25960913763,1886.00551476199,1886.00551476199,1886.00551476199,9124.86396290791,9124.86396290791,9124.86396290791,9124.86396290791,10324.8339066798,9815.52388145883,8786.60338028341,,8786.60338028341,8786.60338028341
MMR,,3327.47922878509,3327.47922878509,7883.63600757176,7369.58989256724,3222.41404873967,3222.41404873967,3222.41404873967,3222.41404873967,3222.41404873967,15583.7049780087,15583.7049780087,8515.22164537505,,8515.22164537505,8515.22164537505,8515.22164537505,7356.2850841729,7680.944964255,1108.289810423,1108.289810423,3793.46606896304,697.704705360832,697.704705360832,8375.92910994846,16791.9110061334,8009.07726116998,8009.07726116998,7540.42657808555,7540.42657808555,7540.42657808555,3783.64210787896,3783.64210787896,3783.64210787896,3783.64210787896,16581.0666313832,2789.89849166842,1123.12433054034,,1123.12433054034,1123.12433054034
MNG,,3451.86638335905,3451.86638335905,6322.76664250332,6251.46217231801,1169.35084566338,1169.35084566338,1169.35084566338,1169.35084566338,1169.35084566338,12080.8140447078,12080.8140447078,6674.78556410207,,6674.78556410207,6674.78556410207,6674.78556410207,6544.56344626821,6203.08019569079,4034.34187820789,4034.34187820789,1995.36112703432,3345.37951848547,3345.37951848547,7635.07420449162,13225.0185763641,6312.05486296945,6312.05486296945,5797.34667277993,5797.34667277993,5797.34667277993,1808.12003235431,1808.12003235431,1808.12003235431,1808.12003235431,12995.882004929,2847.02895876659,2984.55163999643,,2984.55163999643,2984.55163999643
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,7729.42638836878,7729.42638836878,8372.70928761351,7661.27966873412,11322.6902820489,11322.6902820489,11322.6902820489,11322.6902820489,11322.6902820489,13498.8319316557,13498.8319316557,8858.00999472644,,8858.00999472644,8858.00999472644,8858.00999472644,7138.79305788202,8244.65911267471,8858.62602467941,8858.62602467941,12087.347725535,8999.11171358175,8999.11171358175,6830.80200283364,13471.0302458596,8612.6604343117,8612.6604343117,8735.37765767051,8735.37765767051,8735.37765767051,12037.7157566041,12037.7157566041,12037.7157566041,12037.7157566041,13829.3060102758,11099.1518192231,9464.54159686077,,9464.54159686077,9464.54159686077
MRT,,8462.85641011207,8462.85641011207,4440.34628064688,4595.07425040086,11915.6697341458,11915.6697341458,11915.6697341458,11915.6697341458,11915.6697341458,6884.82800564847,6884.82800564847,4160.40145147636,,4160.40145147636,4160.40145147636,4160.40145147636,4436.6412161125,4562.52702229216,12757.0642375659,12757.0642375659,12732.8821495827,12214.1803670396,12214.1803670396,3342.52458960599,7543.39520919339,4463.73944964183,4463.73944964183,4972.35266677579,4972.35266677579,4972.35266677579,12538.9233015741,12538.9233015741,12538.9233015741,12538.9233015741,7806.22686914047,13391.2139662308,12347.828597933,,12347.828597933,12347.828597933
MTQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
