ISO,value,Sofia_45_Europa,Sofia_47_Europa,Santiago_70_Americas,Beijing_49_Asia,Havanna_60_Americas,Havanna_60_Americas.1,AddisAbeba_77_Africa,Bonn_48_Europa,Bonn_49_Europa,Bonn_52_Europa,Bonn_54_Europa,Budapest_47_Europa,Budapest_48_Europa,Prague_45_Europa,Warsaw_47_Europa,Pyongyang_48_Asia,Pyongyang_49_Asia,Bucharest_45_Europa,Bucharest_47_Europa,Moscow_49_Europa,HaNoi_76_Asia,Belgrade_45_Europa
"",,,,,,,,,,,,,,,,,,,,,,,
ABW,,,,,,,,,,,,,,,,,,,,,,,
RUS,,1778.93352970663,1778.93352970663,14115.646410019,5808.19383003331,9602.55815101605,,5185.30893929591,2093.3117041,2093.3117041,2093.3117041,2093.3117041,1567.8459961903,1567.8459961903,1672.70522003438,1154.30928153737,6429.49414016245,6429.49414016245,1499.88684427647,1499.88684427647,0,6741.78815347475,1715.75234632176
RWA,,4991.04404985364,4991.04404985364,10887.3560652348,9836.4450901615,12391.8509591282,,1549.45840921507,6233.49301623648,6233.49301623648,6233.49301623648,6233.49301623648,5578.98845269157,5578.98845269157,5957.26953775322,6065.00741997188,10640.128561682,10640.128561682,5153.07329904593,5153.07329904593,6433.48482879726,8621.59127964289,5267.3724919719
SAU,,2933.88380270229,2933.88380270229,13937.9377756988,6612.09396595005,12393.2777898382,,1924.74436085564,4451.48361806491,4451.48361806491,4451.48361806491,4451.48361806491,3512.62861257295,3512.62861257295,3963.09713847425,3755.30287387581,7420.99916400983,7420.99916400983,2881.77071528371,2881.77071528371,3533.77087463932,6037.54933482487,3258.07602346703
SDN,,3130.66803323051,3130.66803323051,12161.5469341773,8398.46557589937,11747.2154461621,,994.135378140885,4514.83145398862,4514.83145398862,4514.83145398862,4514.83145398862,3745.46245968215,3745.46245968215,4160.16954879489,4190.7415873889,9206.76198872514,9206.76198872514,3254.76099947378,3254.76099947378,4477.28159711585,7709.47255580079,3433.56065654424
SEN,,4973.60289992084,4973.60289992084,7760.05974313116,12310.6794089262,6850.15036769743,,6142.59317957364,4566.5622130897,4566.5622130897,4566.5622130897,4566.5622130897,4958.31115366906,4958.31115366906,4866.84604505506,5374.16538879861,12940.670089223,12940.670089223,5259.35594949177,5259.35594949177,6513.54105916622,12678.5954481143,4883.00636595396
SGP,,9139.43539231626,9139.43539231626,16400.0385377627,4461.17144358417,17220.9386469561,,7257.9124038236,10373.9110835274,10373.9110835274,10373.9110835274,10373.9110835274,9505.76589024708,9505.76589024708,9858.87400740306,9407.27437526335,4735.95364684881,4735.95364684881,8937.94224138355,8937.94224138355,8423.20312084392,2194.45010117062,9387.88485917199
SHN,,7139.36731096196,7139.36731096196,6744.80478087721,13859.7728750762,9390.94188521612,,5624.52831784806,7489.92812410633,7489.92812410633,7489.92812410633,7489.92812410633,7447.73653098034,7447.73653098034,7574.72626107062,7980.03221032958,14667.7512361448,14667.7512361448,7422.79863735168,7422.79863735168,8918.1033968893,12835.9180228345,7230.03517687897
SJM,,,,,,,,,,,,,,,,,,,,,,,
SLB,,14422.8743786173,14422.8743786173,12869.7009089516,7067.7970446667,13249.7864898657,,13582.1383645664,14795.924101286,14795.924101286,14795.924101286,14795.924101286,14415.7283057586,14415.7283057586,14498.3380776743,13992.6074878096,6427.44925120225,6427.44925120225,14134.023764464,14134.023764464,12856.5109334381,6807.29315219579,14500.5218301359
SLE,,5206.38238113396,5206.38238113396,7629.64369460694,12571.3650059342,7514.87547528843,,5720.31056098729,5047.23363495348,5047.23363495348,5047.23363495348,5047.23363495348,5296.40281649791,5296.40281649791,5277.03227606615,5762.0574731462,13263.5577808088,13263.5577808088,5501.1988082381,5501.1988082381,6863.89629883633,12619.2820648513,5171.49615406157
SLV,,10741.9845794282,10741.9845794282,5575.58321125249,13509.8543915506,1269.01769917078,,13756.9946853292,9277.17936306301,9277.17936306301,9277.17936306301,9277.17936306301,10224.4105279938,10224.4105279938,9796.45523025827,10135.8479209517,13137.815461298,13137.815461298,10856.2568344487,10856.2568344487,10863.3587477894,15829.9741154471,10434.1917738795
SMR,,892.209726148617,892.209726148617,12000.1254632519,8006.39999938724,8628.1944582011,,4632.51993260056,856.60210164099,856.60210164099,856.60210164099,856.60210164099,653.349522479626,653.349522479626,700.039429604219,1119.71664413643,8644.30056633537,8644.30056633537,1092.00563243323,1092.00563243323,2216.53282993684,8680.04069379142,645.578107531646
SOM,,,,,,,,,,,,,,,,,,,,,,,
SPM,,,,,,,,,,,,,,,,,,,,,,,
STP,,4976.16126897515,4976.16126897515,8864.02188896923,11653.6990602421,9908.31892097299,,3677.24081532799,5585.33345988576,5585.33345988576,5585.33345988576,5585.33345988576,5360.23714119549,5360.23714119549,5561.44543779338,5904.41975829439,12453.0353759504,12453.0353759504,5247.03268501863,5247.03268501863,6746.17278720304,10950.800421385,5110.0654097709
SUR,,8634.06447549547,8634.06447549547,4641.84683168102,14868.3587481469,3488.33416807447,,10348.4450540287,7581.05306134836,7581.05306134836,7581.05306134836,7581.05306134836,8357.23143315351,8357.23143315351,8064.27610088439,8558.28512056623,15037.2227160886,15037.2227160886,8867.20086761106,8867.20086761106,9650.94456494373,16392.6137798553,8423.10474999546
SVK,,776.516418769793,776.516418769793,12534.8036365051,7437.788513446,8793.63953435454,,4791.83727921883,779.865293178634,779.865293178634,779.865293178634,779.865293178634,169.760772112072,169.760772112072,291.247245849834,532.216450524632,8064.16440636942,8064.16440636942,805.937693015579,805.937693015579,1634.79612193701,8205.86539968259,450.912436838714
SVN,,794.576739946064,794.576739946064,12254.4581835426,7734.43256563173,8697.17572553836,,4712.06196532468,755.838564963035,755.838564963035,755.838564963035,755.838564963035,388.383067747318,388.383067747318,448.979725511108,834.484667613902,8366.08473339815,8366.08473339815,927.03175942194,927.03175942194,1936.77110123298,8456.46574141255,485.171946033348
SWE,,1884.64826276354,1884.64826276354,13065.7146859029,6725.61057709162,8391.42698101639,,5848.64672189882,1182.71407097506,1182.71407097506,1182.71407097506,1182.71407097506,1320.01377190562,1320.01377190562,1054.47729989527,810.728459325497,7256.47074135475,7256.47074135475,1743.48126280242,1743.48126280242,1231.18150451383,7895.0920336419,1622.19286086487
SWZ,,7684.15753901945,7684.15753901945,9441.46218140338,11458.9479841282,13368.4223429332,,3995.240518994,8857.87542422967,8857.87542422967,8857.87542422967,8857.87542422967,8261.94078692935,8261.94078692935,8623.57935039987,8758.13291547668,12177.2499546045,12177.2499546045,7852.03295573195,7852.03295573195,9114.52429079539,9610.00037534805,7952.26662711632
SYC,,6161.20845953561,6161.20845953561,12963.7816913857,7928.62665493298,15057.969779068,,2388.3152866902,7670.31489162043,7670.31489162043,7670.31489162043,7670.31489162043,6777.33158516157,6777.33158516157,7227.16932713118,7090.26696112949,8655.00282111728,8655.00282111728,6173.6377193164,6173.6377193164,6889.19761377982,6188.45688072334,6490.37812282546
SYR,,1525.39830932788,1525.39830932788,13391.2900525266,6946.46553554997,10991.2665449877,,2724.84886810495,3046.82285164938,3046.82285164938,3046.82285164938,3046.82285164938,2117.21293257095,2117.21293257095,2569.2986503491,2415.20324642115,7719.26256393891,7719.26256393891,1498.31579762826,1498.31579762826,2473.19555082586,6900.58990980767,1851.78857399436
TCA,,,,,,,,,,,,,,,,,,,,,,,
TCD,,3482.01573724718,3482.01573724718,10354.0628975146,10101.4497815218,10234.1686084486,,2616.74245275153,4343.18423479446,4343.18423479446,4343.18423479446,4343.18423479446,3939.16671763787,3939.16671763787,4210.70428152058,4480.97408155804,10892.066526631,10892.066526631,3734.52419598335,3734.52419598335,5220.37148701092,9621.5147417439,3660.91100615709
TGO,,4598.6346229733,4598.6346229733,8727.40070873961,11668.0991159702,9094.87121811026,,4153.77475074792,4975.0282839329,4975.0282839329,4975.0282839329,4975.0282839329,4891.37148961853,4891.37148961853,5026.65523936346,5424.13153912258,12438.9937570241,12438.9937570241,4886.68721401468,4886.68721401468,6373.95677277667,11278.7901929146,4676.48172562187
THA,,7942.14472690308,7942.14472690308,17650.5100641229,3288.58717270896,15911.5985530104,,6741.62483565239,9072.65750607552,9072.65750607552,9072.65750607552,9072.65750607552,8247.14617061289,8247.14617061289,8569.59062666666,8096.12688688597,3740.91050394016,3740.91050394016,7715.5742786219,7715.5742786219,7065.77535104677,986.040168005916,8162.52432246512
TJK,,3826.5735124002,3826.5735124002,16353.3068342284,4063.04948899627,12543.2883639569,,4440.65420664039,4922.09058021031,4922.09058021031,4922.09058021031,4922.09058021031,4091.2126236639,4091.2126236639,4414.01197320267,3950.41902347839,4863.71942825532,4863.71942825532,3580.72872555404,3580.72872555404,2994.62495533949,4038.62116047132,4021.73382615353
TKL,,16050.0652396583,16050.0652396583,10414.2627133804,9203.26417998029,10309.6778798599,,16737.5335967177,15415.4383389294,15415.4383389294,15415.4383389294,15415.4383389294,15668.2094219954,15668.2094219954,15459.769752126,15123.785952594,8419.15498389321,8419.15498389321,15776.7304882225,15776.7304882225,14276.9133900799,9656.79877245428,15919.0750282974
TKM,,3004.16118801144,3004.16118801144,15441.0945713261,4944.73637226055,12102.6688167019,,3760.97496491023,4233.0097068311,4233.0097068311,4233.0097068311,4233.0097068311,3343.80252410179,3343.80252410179,3710.89861934864,3293.05901604567,5736.82430775966,5736.82430775966,2782.63359475336,2782.63359475336,2514.78114615289,4908.70258027307,3231.77756438184
TLS,,11652.7109665528,11652.7109665528,15053.0330509278,5447.96073503024,16638.5718941395,,9819.11042969925,12725.6760877565,12725.6760877565,12725.6760877565,12725.6760877565,11940.6566714817,11940.6566714817,12239.3880724073,11747.7922365088,5267.9737599918,5267.9737599918,11423.4771044872,11423.4771044872,10659.9325805393,3919.37490908836,11868.9473255367
TON,,17062.1932614833,17062.1932614833,10004.3198395179,9790.08916275689,11188.3818066041,,16152.3623219173,16713.0768457086,16713.0768457086,16713.0768457086,16713.0768457086,16812.2116198359,16812.2116198359,16682.8068145861,16283.2060683764,9060.51306992634,9060.51306992634,16768.1485166152,16768.1485166152,15303.6650722261,9766.06349040337,17014.3569886317
TTO,,8795.42770526783,8795.42770526783,4975.01625056129,14402.1337693122,2609.22598196113,,10942.8469872286,7595.81350843762,7595.81350843762,7595.81350843762,7595.81350843762,8442.96533233414,8442.96533233414,8103.8613451181,8570.36541376334,14452.4023244617,14452.4023244617,9001.09752626654,9001.09752626654,9600.62027345748,16240.8770089992,8551.26087108239
TUN,,1300.24237848016,1300.24237848016,11430.3135310044,8661.18829293953,8722.74333248267,,4216.44488037179,1567.79291821309,1567.79291821309,1567.79291821309,1567.79291821309,1396.52215577897,1396.52215577897,1514.87784720538,1913.67352212413,9334.27522095787,9334.27522095787,1587.28911508814,1587.28911508814,2947.42657097552,9120.60445738833,1240.55956340326
TUR,,855.101181147055,855.101181147055,13357.3047205094,6850.01922140884,10333.6988653337,,3474.20579191949,2331.64371345788,2331.64371345788,2331.64371345788,2331.64371345788,1384.6218992519,1384.6218992519,1832.2502151987,1642.31245521635,7583.70490574353,7583.70490574353,749.638561614901,749.638561614901,1794.73829312886,7118.88356177211,1155.2380958899
TUV,,15550.7783649318,15550.7783649318,11320.8117775568,8379.35150427756,11244.20050875,,15685.0108159192,15268.0107180815,15268.0107180815,15268.0107180815,15268.0107180815,15295.3761391719,15295.3761391719,15186.6522515087,14770.4945417235,7622.42070011151,7622.42070011151,15258.6889961628,15258.6889961628,13785.6604145337,8652.76465103941,15495.0242544174
TWN,,8796.13987871507,8796.13987871507,18512.5860019674,1718.23127372821,14087.5293518331,,8875.14437264863,9449.97967772733,9449.97967772733,9449.97967772733,9449.97967772733,8869.44219333098,8869.44219333098,9044.20871263412,8525.75703537403,1600.89806802176,1600.89806802176,8513.88816214375,8513.88816214375,7372.73315666887,1668.97693692122,8906.86680902824
TZA,,5556.78844737571,5556.78844737571,11139.1997684469,9656.13246661152,13157.3501759123,,1712.70117749818,6879.52472877609,6879.52472877609,6879.52472877609,6879.52472877609,6164.34151377139,6164.34151377139,6565.15401652781,6622.27011729467,10441.2492211765,10441.2492211765,5688.41461492147,5688.41461492147,6866.22338632732,8221.52571468068,5851.48320200485
UGA,,4784.48021367237,4784.48021367237,11260.2037822395,9460.37141517581,12541.8122980741,,1180.40771346138,6084.35831690923,6084.35831690923,6084.35831690923,6084.35831690923,5385.59781203634,5385.59781203634,5779.41193285278,5854.90279403891,10264.311939699,10264.311939699,4929.03991430133,4929.03991430133,6162.55365603597,8267.93966800929,5072.78055719189
UKR,,1022.33969665728,1022.33969665728,13537.2014038601,6466.92165975198,9544.61066283597,,4656.99384514679,1651.98209932721,1651.98209932721,1651.98209932721,1651.98209932721,894.995099868454,894.995099868454,1146.51836438044,691.596505936935,7119.87488401106,7119.87488401106,746.839838693403,746.839838693403,756.629609968496,7204.8880729076,980.613866531688
URY,,11787.0690213545,11787.0690213545,1341.82013952723,19156.7832408878,6993.15896286743,,11030.644383369,11329.2569019963,11329.2569019963,11329.2569019963,11329.2569019963,11805.0226630736,11805.0226630736,11688.8560900467,12203.8767905834,19517.0003313537,19517.0003313537,12079.6552727569,12079.6552727569,13353.1027320015,17683.556430325,11723.5435988686
USA,,7932.31110330866,7932.31110330866,8035.27469201501,11172.0425835154,1818.78672426437,,11539.817032432,6416.8394948526,6416.8394948526,6416.8394948526,6416.8394948526,7362.05286808714,7362.05286808714,6916.26559928376,7197.14411302629,11068.7865726283,11068.7865726283,7997.76059749555,7997.76059749555,7843.40713755661,13363.9522005975,7608.2882388287
UZB,,3762.49316176606,3762.49316176606,16400.4665144202,3942.89091473882,12297.729624875,,4666.48075386632,4779.57147621624,4779.57147621624,4779.57147621624,4779.57147621624,3981.62331820071,3981.62331820071,4281.04858461864,3802.31359663218,4733.00198552677,4733.00198552677,3503.50785916164,3503.50785916164,2799.06575203598,4102.87982176987,3935.66640922131
VAT,,899.95094709999,899.95094709999,11889.4461403743,8147.12282860752,8707.56834566956,,4464.44266798742,1064.06993538555,1064.06993538555,1064.06993538555,1064.06993538555,815.227371437663,815.227371437663,922.220706738424,1317.17986341726,8798.62244763793,8798.62244763793,1143.51171405947,1143.51171405947,2381.55135516952,8749.17330741682,724.635598736877
VCT,,8588.55874817269,8588.55874817269,5252.4714508089,14124.7005688806,2489.48662018976,,10858.8821557829,7363.18077907079,7363.18077907079,7363.18077907079,7363.18077907079,8221.47371526188,8221.47371526188,7874.50731732984,8335.20235466015,14181.9438026951,14181.9438026951,8787.92372949578,8787.92372949578,9353.72230007612,15971.1990854208,8337.98913306596
VEN,,9246.05303025686,9246.05303025686,4879.24143362363,14412.6425464784,2155.92708015768,,11524.9516798167,7986.14735206769,7986.14735206769,7986.14735206769,7986.14735206769,8861.38273367812,8861.38273367812,8502.47626667379,8951.59184294865,14366.4580879547,14366.4580879547,9438.16171689387,9438.16171689387,9940.56904223595,16428.7284865919,8988.59996261506
VGB,,8480.105243606,8480.105243606,5775.04080906479,13545.8619255509,1917.25871407054,,11092.7230850223,7161.83825898101,7161.83825898101,7161.83825898101,7161.83825898101,8059.96878730477,8059.96878730477,7683.30940272715,8115.59568318941,13553.3013379176,13553.3013379176,8654.52488441707,8654.52488441707,9073.15144421793,15519.3400307189,8207.58736839842
VIR,,,,,,,,,,,,,,,,,,,,,,,
VNM,,7860.42423676797,7860.42423676797,18587.865189804,2320.31029011002,15038.487052162,,7289.22785224711,8817.07942271678,8817.07942271678,8817.07942271678,8817.07942271678,8073.9898486966,8073.9898486966,8342.891138377,7842.28841905112,2755.94514008516,2755.94514008516,7605.74651204869,7605.74651204869,6741.78815347475,0,8038.39795064007
VUT,,15710.3603881968,15710.3603881968,11581.1683522651,8347.34113222699,12701.6612135947,,14501.5224874546,15984.7844753152,15984.7844753152,15984.7844753152,15984.7844753152,15681.0809772169,15681.0809772169,15732.3996090468,15237.0418302059,7689.36413316514,7689.36413316514,15420.4471504619,15420.4471504619,14115.339480136,8050.24680819683,15779.6849952829
WLF,,,,,,,,,,,,,,,,,,,,,,,
WSM,,16495.7909069251,16495.7909069251,10177.4874500531,9497.0221851826,10551.0945802245,,16663.7064888777,15909.9887641659,15909.9887641659,15909.9887641659,15909.9887641659,16139.4808306082,16139.4808306082,15944.5646069084,15596.4089755811,8727.43130268059,8727.43130268059,16215.9671245342,16215.9671245342,14717.5158335176,9790.26735158881,16381.7319590931
YEM,,3627.90515488334,3627.90515488334,13231.4734654128,7420.74425127785,12815.6788770841,,918.182918963575,5137.77552545953,5137.77552545953,5137.77552545953,5137.77552545953,4245.4315768437,4245.4315768437,4694.4796441858,4577.0348739742,8230.52669829753,8230.52669829753,3648.76172551168,3648.76172551168,4517.98030444328,6514.33206318893,3956.94077547682
ZAF,,7594.29752802852,7594.29752802852,9233.36313508001,11653.6921883221,13065.647308235,,4012.07637988687,8722.16449038871,8722.16449038871,8722.16449038871,8722.16449038871,8160.08993144071,8160.08993144071,8508.89507326994,8666.21548965671,12385.4983827932,12385.4983827932,7773.87785507993,7773.87785507993,9073.87342516876,9851.97673811148,7852.86525828874
ZMB,,6454.25863165215,6454.25863165215,9884.19809554365,10937.373085904,12754.2912177669,,2938.37504847195,7614.14066670341,7614.14066670341,7614.14066670341,7614.14066670341,7025.27064352793,7025.27064352793,7382.07337507867,7527.1640351041,11712.6784952479,11712.6784952479,6631.04945666658,6631.04945666658,7934.48616991389,9380.86544255168,6716.74455401565
ZWE,,6748.20873823886,6748.20873823886,9973.78327180339,10877.7552542403,13117.1069683232,,3087.64372540051,7948.74843603638,7948.74843603638,7948.74843603638,7948.74843603638,7330.42815534662,7330.42815534662,7698.74329426174,7822.3340148346,11636.5935543735,11636.5935543735,6912.96208920275,6912.96208920275,8176.67076781394,9220.70479843847,7019.86337421083
